condition,clean_object_count,generated_object_count,clean_avg_confidence,generated_avg_confidence,detection_drop,confidence_drop
blur_high,12.652173913043478,9.73913043478261,0.6083938945894656,0.6279592151227205,2.9130434782608696,-0.01956532053325487
brightness_high,12.652173913043478,8.26086956521739,0.6083938945894656,0.6460063638894454,4.391304347826087,-0.037612469299979835
occlusion_medium,12.652173913043478,9.0,0.6083938945894656,0.5649513187615768,3.652173913043478,0.04344257582788882
